# #Freq. (Hz.), dB Mag., Phase (deg.)
4.717084690917012324e+00,-8.349533642471544681e+01,-2.515554470048138000e+02
4.793808495089106891e+00,-8.410480841049214007e+01,-2.523495894748473916e+02
4.871780218794630635e+00,-8.470579937018669625e+01,-2.530881122325106389e+02
4.951020159556350997e+00,-8.529872118877592868e+01,-2.537763497466867193e+02
5.031548945038056608e+00,-8.588397310579706811e+01,-2.544190113485693701e+02
5.113387538414320588e+00,-8.646193917811631025e+01,-2.550202650389495602e+02
5.196557243827657047e+00,-8.703298679139678029e+01,-2.555838090998756513e+02
5.281079711934331122e+00,-8.759746592221586070e+01,-2.561129333272348276e+02
5.366976945540476329e+00,-8.815570893191910784e+01,-2.566105714510368898e+02
5.454271305329836395e+00,-8.870803073162997521e+01,-2.570793460819192546e+02
5.542985515684662801e+00,-8.925472920085152850e+01,-2.575216073202542475e+02
5.633142670601351654e+00,-8.979608577383319812e+01,-2.579394659887959733e+02
5.724766239702178794e+00,-9.033236613129801640e+01,-2.583348222995423953e+02
5.817880074344935259e+00,-9.086382095242379364e+01,-2.587093906379215582e+02
5.912508413831881526e+00,-9.139068669473826390e+01,-2.590647210397510207e+02
6.008675891719680529e+00,-9.191318637901076727e+01,-2.594022178458988606e+02
6.106407542232036079e+00,-9.243153036316734017e+01,-2.597231559436428938e+02
6.205728806776500406e+00,-9.294591709436002702e+01,-2.600286949400999674e+02
6.306665540567405692e+00,-9.345653383206732201e+01,-2.603198915598094345e+02
6.409244019356457045e+00,-9.396355733783009612e+01,-2.605977105139087371e+02
6.513490946272796123e+00,-9.446715452920722100e+01,-2.608630340509062080e+02
6.619433458774388157e+00,-9.496748309695546197e+01,-2.611166703676403813e+02
6.727099135712336420e+00,-9.546469208544198182e+01,-2.613593610326078078e+02
6.836516004510238886e+00,-9.595892243699961455e+01,-2.615917875516139475e+02
6.947712548460240001e+00,-9.645030750140462317e+01,-2.618145771869559439e+02
7.060717714137765277e+00,-9.693897351196415002e+01,-2.620283081255116713e+02
7.175560918936921162e+00,-9.742504002988347622e+01,-2.622335140777054221e+02
7.292272058728312523e+00,-9.790862035867810675e+01,-2.624306883779502755e+02
7.410881515641570161e+00,-9.838982193042934909e+01,-2.626202876475077232e+02
7.531420165974375358e+00,-9.886874666566647818e+01,-2.628027350724754569e+02
7.653919388230155718e+00,-9.934549130861665844e+01,-2.629784233425928619e+02
7.778411071286481793e+00,-9.982014773949737219e+01,-2.631477172905497355e+02
7.904927622696420464e+00,-1.002928032654498622e+02,-2.633109562663373140e+02
8.033501977124734239e+00,-1.007635408916237907e+02,-2.634684562767625948e+02
8.164167604921471977e+00,-1.012324395738372402e+02,-2.636205119164469579e+02
8.296958520834914808e+00,-1.016995744541432600e+02,-2.637673981133502821e+02
8.431909292866251349e+00,-1.021650170805470168e+02,-2.639093717090312907e+02
8.569055051268346546e+00,-1.026288356120309402e+02,-2.640466728914051942e+02
8.708431497690723333e+00,-1.030910950099622312e+02,-2.641795264956332971e+02
8.850074914473438525e+00,-1.035518572168800517e+02,-2.643081431869323978e+02
8.994022174092053845e+00,-1.040111813235839833e+02,-2.644327205374860341e+02
9.140310748756222736e+00,-1.044691237253774574e+02,-2.645534440082361698e+02
9.288978720164497105e+00,-1.049257382682546478e+02,-2.646704878451100740e+02
9.440064789417602853e+00,-1.053810763857580781e+02,-2.647840158981654213e+02
9.593608287093147169e+00,-1.058351872271805405e+02,-2.648941823711973029e+02
9.749649183484097037e+00,-1.062881177777307471e+02,-2.650011325085243925e+02
9.908228099003787648e+00,-1.067399129712359382e+02,-2.651050032249480637e+02
1.006938631476027091e+01,-1.071906157959100767e+02,-2.652059236842363816e+02
1.023316578330244830e+01,-1.076402673936745487e+02,-2.653040158309216849e+02
1.039960913954120336e+01,-1.080889071534832624e+02,-2.653993948797033227e+02
1.056875971184805074e+01,-1.085365727990665903e+02,-2.654921697663017994e+02
1.074066153333432361e+01,-1.089833004714790690e+02,-2.655824435632235918e+02
1.091535935331391016e+01,-1.094291248068056461e+02,-2.656703138635451751e+02
1.109289864895222699e+01,-1.098740790093538777e+02,-2.657558731355176178e+02
1.127332563710487179e+01,-1.103181949206364720e+02,-2.658392090505182637e+02
1.145668728634872657e+01,-1.107615030844239499e+02,-2.659204047866288647e+02
1.164303132920875683e+01,-1.112040328081274083e+02,-2.659995393099033549e+02
1.183240627458378036e+01,-1.116458122207522621e+02,-2.660766876351909218e+02
1.202486142037412264e+01,-1.120868683276447229e+02,-2.661519210682054677e+02
1.222044686631488730e+01,-1.125272270622389357e+02,-2.662253074303756648e+02
1.241921352701784542e+01,-1.129669133349952688e+02,-2.662969112678692341e+02
1.262121314522546101e+01,-1.134059510797079042e+02,-2.663667940460576347e+02
1.282649830528059809e+01,-1.138443632973468880e+02,-2.664350143305747451e+02
1.303512244681508925e+01,-1.142821720975873490e+02,-2.665016279560200019e+02
1.324713987866117471e+01,-1.147193987381692324e+02,-2.665666881832636363e+02
1.346260579298911075e+01,-1.151560636622193812e+02,-2.666302458462295704e+02
1.368157627967470447e+01,-1.155921865336594578e+02,-2.666923494889546760e+02
1.390410834090069692e+01,-1.160277862708149996e+02,-2.667530454936558044e+02
1.413025990599533621e+01,-1.164628810783315060e+02,-2.668123782004748819e+02
1.436008984651260612e+01,-1.168974884774983707e+02,-2.668703900195140477e+02
1.459365799155757593e+01,-1.173316253350731415e+02,-2.669271215357257461e+02
1.483102514336102828e+01,-1.177653078906926822e+02,-2.669826116071728848e+02
1.507225309310755534e+01,-1.181985517829528760e+02,-2.670368974571345575e+02
1.531740463702079857e+01,-1.186313720742317628e+02,-2.670900147604943413e+02
1.556654359271061949e+01,-1.190637832743275624e+02,-2.671419977248122564e+02
1.581973481578601515e+01,-1.194957993629775217e+02,-2.671928791664518030e+02
1.607704421673821926e+01,-1.199274338113193039e+02,-2.672426905821025684e+02
1.633853877809860222e+01,-1.203586996023535249e+02,-2.672914622160137696e+02
1.660428657187529566e+01,-1.207896092504606287e+02,-2.673392231232296012e+02
1.687435677727375705e+01,-1.212201748200244680e+02,-2.673860012290953136e+02
1.714881969870540956e+01,-1.216504079432091743e+02,-2.674318233852819731e+02
1.742774678408917310e+01,-1.220803198369348195e+02,-2.674767154225609147e+02
1.771121064345086893e+01,-1.225099213190936354e+02,-2.675207022005397448e+02
1.799928506782476489e+01,-1.229392228240462828e+02,-2.675638076545586728e+02
1.829204504846293844e+01,-1.233682344174355450e+02,-2.676060548399286176e+02
1.858956679635688403e+01,-1.237969658103523045e+02,-2.676474659736828698e+02
1.889192776207664437e+01,-1.242254263728864458e+02,-2.676880624739985706e+02
1.919920665593282649e+01,-1.246536251470942460e+02,-2.677278649974352334e+02
1.951148346846616377e+01,-1.250815708594100926e+02,-2.677668934741265048e+02
1.982883949127071332e+01,-1.255092719325317461e+02,-2.678051671410524364e+02
2.015135733815558439e+01,-1.259367364968036327e+02,-2.678427045735097636e+02
2.047912096665083226e+01,-1.263639724011230356e+02,-2.678795237148901833e+02
2.081221569986337272e+01,-1.267909872233926052e+02,-2.679156419048697444e+02
2.115072824868794754e+01,-1.272177882805400486e+02,-2.679510759061042791e+02
2.149474673437980599e+01,-1.276443826381264870e+02,-2.679858419295205749e+02
2.184436071149428571e+01,-1.280707771195623650e+02,-2.680199556582862215e+02
2.219966119119952452e+01,-1.284969783149492741e+02,-2.680534322705361774e+02
2.256074066496859132e+01,-1.289229925895652968e+02,-2.680862864609285907e+02
2.292769312865648601e+01,-1.293488260920099151e+02,-2.681185324610983116e+02
2.330061410696924540e+01,-1.297744847620245707e+02,-2.681501840590709094e+02
2.367960067833078597e+01,-1.301999743380031305e+02,-2.681812546176973910e+02
2.406475150015421605e+01,-1.306253003642062538e+02,-2.682117570921654988e+02
2.445616683452444207e+01,-1.310504681976935899e+02,-2.682417040466390858e+02
2.485394857429798421e+01,-1.314754830149849454e+02,-2.682711076700753097e+02
2.525820026962784581e+01,-1.319003498184639227e+02,-2.682999797912654572e+02
2.566902715491951881e+01,-1.323250734425342046e+02,-2.683283318931418080e+02
2.608653617622550769e+01,-1.327496585595397676e+02,-2.683561751263921451e+02
2.651083601908536380e+01,-1.331741096854589159e+02,-2.683835203224190309e+02
2.694203713681882206e+01,-1.335984311853821964e+02,-2.684103780056796040e+02
2.738025177927857712e+01,-1.340226272787828066e+02,-2.684367584054400027e+02
2.782559402207125743e+01,-1.344467020445888750e+02,-2.684626714669755074e+02
2.827817979625343980e+01,-1.348706594260658278e+02,-2.684881268622463040e+02
2.873812691851063406e+01,-1.352945032355162596e+02,-2.685131340000760929e+02
2.920555512182745161e+01,-1.357182371588057208e+02,-2.685377020358611730e+02
2.968058608665602449e+01,-1.361418647597206473e+02,-2.685618398808335883e+02
3.016334347259197202e+01,-1.365653894841661895e+02,-2.685855562109020411e+02
3.065395295056529790e+01,-1.369888146642100253e+02,-2.686088594750925722e+02
3.115254223555484714e+01,-1.374121435219781802e+02,-2.686317579036096959e+02
3.165924111983520461e+01,-1.378353791734095921e+02,-2.686542595155378308e+02
3.217418150676371624e+01,-1.382585246318738541e+02,-2.686763721262005333e+02
3.269749744511767631e+01,-1.386815828116590694e+02,-2.686981033541961779e+02
3.322932516398974911e+01,-1.391045565313335715e+02,-2.687194606281255460e+02
3.376980310825087628e+01,-1.395274485169873060e+02,-2.687404511930271838e+02
3.431907197459042891e+01,-1.399502614053578213e+02,-2.687610821165352490e+02
3.487727474814177242e+01,-1.403729977468438221e+02,-2.687813602947735490e+02
3.544455673970435328e+01,-1.407956600084129093e+02,-2.688012924579987839e+02
3.602106562357073472e+01,-1.412182505764056941e+02,-2.688208851760056177e+02
3.660695147596898380e+01,-1.416407717592411473e+02,-2.688401448633049995e+02
3.720236681413065583e+01,-1.420632257900270758e+02,-2.688590777840869919e+02
3.780746663599349233e+01,-1.424856148290784859e+02,-2.688776900569785084e+02
3.842240846055060643e+01,-1.429079409663482920e+02,-2.688959876596056802e+02
3.904735236885564120e+01,-1.433302062237733594e+02,-2.689139764329704576e+02
3.968246104569477950e+01,-1.437524125575384062e+02,-2.689316620856509417e+02
4.032789982193705214e+01,-1.441745618602621164e+02,-2.689490501978317525e+02
4.098383671757261482e+01,-1.445966559631067980e+02,-2.689661462251755779e+02
4.165044248545184757e+01,-1.450186966378160207e+02,-2.689829555025403351e+02
4.232789065573552989e+01,-1.454406855986815685e+02,-2.689994832475514386e+02
4.301635758106790774e+01,-1.458626245044430334e+02,-2.690157345640344602e+02
4.371602248248502320e+01,-1.462845149601223227e+02,-2.690317144453158562e+02
4.442706749606882966e+01,-1.467063585187954402e+02,-2.690474277773962513e+02
4.514967772036101934e+01,-1.471281566833037573e+02,-2.690628793420042939e+02
4.588404126454761212e+01,-1.475499109079070763e+02,-2.690780738195342678e+02
4.663034929742726575e+01,-1.479716225998805328e+02,-2.690930157918743930e+02
4.738879609717650965e+01,-1.483932931210575248e+02,-2.691077097451300801e+02
4.815957910192350511e+01,-1.488149237893200052e+02,-2.691221600722467429e+02
4.894289896114531757e+01,-1.492365158800388087e+02,-2.691363710755370562e+02
4.973895958790068050e+01,-1.496580706274654062e+02,-2.691503469691165265e+02
5.054796821191235523e+01,-1.500795892260766209e+02,-2.691640918812516929e+02
5.137013543351338996e+01,-1.505010728318744100e+02,-2.691776098566245992e+02
5.220567527846975509e+01,-1.509225225636418770e+02,-2.691909048585176834e+02
5.305480525369573996e+01,-1.513439395041571629e+02,-2.692039807709215324e+02
5.391774640387505713e+01,-1.517653247013671205e+02,-2.692168414005697628e+02
5.479472336900281704e+01,-1.521866791695214260e+02,-2.692294904789041539e+02
5.568596444286409053e+01,-1.526080038902692877e+02,-2.692419316639722524e+02
5.659170163246242424e+01,-1.530292998137190921e+02,-2.692541685422610271e+02
5.751217071841613659e+01,-1.534505678594633764e+02,-2.692662046304689625e+02
5.844761131633637774e+01,-1.538718089175696946e+02,-2.692780433772192055e+02
5.939826693920350209e+01,-1.542930238495382298e+02,-2.692896881647165515e+02
6.036438506075863586e+01,-1.547142134892284844e+02,-2.693011423103497464e+02
6.134621717992506262e+01,-1.551353786437543931e+02,-2.693124090682425162e+02
6.234401888627863997e+01,-1.555565200943508160e+02,-2.693234916307545745e+02
6.335804992658254520e+01,-1.559776385972106709e+02,-2.693343931299348242e+02
6.438857427240412790e+01,-1.563987348842950382e+02,-2.693451166389289142e+02
6.543586018883229372e+01,-1.568198096641165193e+02,-2.693556651733427998e+02
6.650018030431118632e+01,-1.572408636224964766e+02,-2.693660416925642380e+02
6.758181168161110008e+01,-1.576618974232979440e+02,-2.693762491010433564e+02
6.868103588995307973e+01,-1.580829117091340379e+02,-2.693862902495349090e+02
6.979813907830653363e+01,-1.585039071020535175e+02,-2.693961679363027315e+02
7.093341204987989101e+01,-1.589248842042038632e+02,-2.694058849082881579e+02
7.208715033782135606e+01,-1.593458435984722996e+02,-2.694154438622443877e+02
7.325965428215229736e+01,-1.597667858491063271e+02,-2.694248474458371447e+02
7.445122910795143412e+01,-1.601877115023137321e+02,-2.694340982587136750e+02
7.566218500481046760e+01,-1.606086210868431294e+02,-2.694431988535407640e+02
7.689283720758305662e+01,-1.610295151145458021e+02,-2.694521517370133665e+02
7.814350607844542651e+01,-1.614503940809186133e+02,-2.694609593708347575e+02
7.941451719029339529e+01,-1.618712584656298930e+02,-2.694696241726690573e+02
8.070620141149507276e+01,-1.622921087330280159e+02,-2.694781485170675523e+02
8.201889499202211198e+01,-1.627129453326333532e+02,-2.694865347363695491e+02
8.335293965098186675e+01,-1.631337686996142793e+02,-2.694947851215783885e+02
8.470868266557401682e+01,-1.635545792552480577e+02,-2.695029019232142673e+02
8.608647696149245121e+01,-1.639753774073662100e+02,-2.695108873521438682e+02
8.748668120479914023e+01,-1.643961635507858148e+02,-2.695187435803883318e+02
8.890965989529166791e+01,-1.648169380677269658e+02,-2.695264727419098563e+02
9.035578346138920836e+01,-1.652377013282164171e+02,-2.695340769333774915e+02
9.182542835656282421e+01,-1.656584536904783818e+02,-2.695415582149138345e+02
9.331897715733238385e+01,-1.660791955013124834e+02,-2.695489186108221134e+02
9.483681866285927242e+01,-1.664999270964597713e+02,-2.695561601102947975e+02
9.637934799615796067e+01,-1.669206488009567124e+02,-2.695632846681049273e+02
9.794696670695385876e+01,-1.673413609294777586e+02,-2.695702942052794810e+02
9.954008287621518036e+01,-1.677620637866672837e+02,-2.695771906097568262e+02
1.011591112223829754e+02,-1.681827576674600095e+02,-2.695839757370274583e+02
1.028044732093309790e+02,-1.686034428573918262e+02,-2.695906514107593921e+02
1.044765971560805298e+02,-1.690241196329003230e+02,-2.695972194234086601e+02
1.061759183482999020e+02,-1.694447882616155709e+02,-2.696036815368150314e+02
1.079028791516183645e+02,-1.698654490026418955e+02,-2.696100394827835771e+02
1.096579291267809850e+02,-1.702861021068300147e+02,-2.696162949636525354e+02
1.114415251466788135e+02,-1.707067478170409345e+02,-2.696224496528482177e+02
1.132541315152812587e+02,-1.711273863684011189e+02,-2.696285051954268397e+02
1.150962200885031166e+02,-1.715480179885495318e+02,-2.696344632086037905e+02
1.169682703970384665e+02,-1.719686428978768333e+02,-2.696403252822710215e+02
1.188707697711903251e+02,-1.723892613097565629e+02,-2.696460929795030097e+02
1.208042134677328932e+02,-1.728098734307693292e+02,-2.696517678370505564e+02
1.227691047988360395e+02,-1.732304794609195824e+02,-2.696573513658245247e+02
1.247659552630868518e+02,-1.736510795938453384e+02,-2.696628450513683219e+02
1.267952846786433980e+02,-1.740716740170215360e+02,-2.696682503543200369e+02
1.288576213185517929e+02,-1.744922629119564590e+02,-2.696735687108649131e+02
1.309535020482667562e+02,-1.749128464543820769e+02,-2.696788015331772499e+02
1.330834724654075956e+02,-1.753334248144383309e+02,-2.696839502098538333e+02
1.352480870417873859e+02,-1.757539981568512530e+02,-2.696890161063371352e+02
1.374479092677536585e+02,-1.761745666411060540e+02,-2.696940005653303274e+02
1.396835117988739796e+02,-1.765951304216136464e+02,-2.696989049072029729e+02
1.419554766050101478e+02,-1.770156896478726765e+02,-2.697037304303885321e+02
1.442643951218158804e+02,-1.774362444646259860e+02,-2.697084784117735126e+02
1.466108684046982944e+02,-1.778567950120121566e+02,-2.697131501070788886e+02
1.489955072852853561e+02,-1.782773414257125069e+02,-2.697177467512329940e+02
1.514189325304351996e+02,-1.786978838370926610e+02,-2.697222695587374233e+02
1.538817750038346333e+02,-1.791184223733403087e+02,-2.697267197240254859e+02
1.563846758302247792e+02,-1.795389571575981620e+02,-2.697310984218130443e+02
1.589282865622976431e+02,-1.799594883090928761e+02,-2.697354068074424163e+02
1.615132693503089740e+02,-1.803800159432598207e+02,-2.697396460172201387e+02
1.641402971144466392e+02,-1.808005401718636449e+02,-2.697438171687467161e+02
1.668100537200059250e+02,-1.812210611031152041e+02,-2.697479213612410831e+02
1.695232341554121263e+02,-1.816415788417847921e+02,-2.697519596758580747e+02
1.722805447131392214e+02,-1.820620934893116214e+02,-2.697559331759999850e+02
1.750827031735723267e+02,-1.824826051439099501e+02,-2.697598429076216462e+02
1.779304389918577272e+02,-1.829031139006714852e+02,-2.697636898995302204e+02
1.808244934877951664e+02,-1.833236198516651143e+02,-2.697674751636788528e+02
1.837656200388172465e+02,-1.837441230860328005e+02,-2.697711996954546976e+02
1.867545842761074084e+02,-1.841646236900828626e+02,-2.697748644739618271e+02
1.897921642839099547e+02,-1.845851217473802421e+02,-2.697784704622980030e+02
1.928791508020777599e+02,-1.850056173388337015e+02,-2.697820186078274105e+02
1.960163474319185752e+02,-1.854261105427802363e+02,-2.697855098424470270e+02
1.992045708453871384e+02,-1.858466014350669866e+02,-2.697889450828488975e+02
2.024446509976801849e+02,-1.862670900891305052e+02,-2.697923252307771236e+02
2.057374313432911492e+02,-1.866875765760734112e+02,-2.697956511732803051e+02
2.090837690555750044e+02,-1.871080609647386268e+02,-2.697989237829589797e+02
2.124845352498882960e+02,-1.875285433217811715e+02,-2.698021439182088557e+02
2.159406152103567536e+02,-1.879490237117377944e+02,-2.698053124234595543e+02
2.194529086203311294e+02,-1.883695021970943912e+02,-2.698084301294087481e+02
2.230223297965936240e+02,-1.887899788383513169e+02,-2.698114978532522628e+02
2.266498079273692952e+02,-1.892104536940863113e+02,-2.698145163989101434e+02
2.303362873142131377e+02,-1.896309268210156347e+02,-2.698174865572480030e+02
2.340827276178294198e+02,-1.900513982740535823e+02,-2.698204091062953012e+02
2.378901041078890728e+02,-1.904718681063693282e+02,-2.698232848114588478e+02
2.417594079169128349e+02,-1.908923363694429440e+02,-2.698261144257332944e+02
2.456916462982790108e+02,-1.913128031131184912e+02,-2.698288986899070778e+02
2.496878428884326695e+02,-1.917332683856565723e+02,-2.698316383327652375e+02
2.537490379733571615e+02,-1.921537322337842966e+02,-2.698343340712885379e+02
2.578762887593803725e+02,-1.925741947027442791e+02,-2.698369866108490669e+02
2.620706696483849782e+02,-1.929946558363416784e+02,-2.698395966454020822e+02
2.663332725174980737e+02,-1.934151156769899842e+02,-2.698421648576751295e+02
2.706652070033241557e+02,-1.938355742657552412e+02,-2.698446919193531244e+02
2.750676007908067504e+02,-1.942560316423987672e+02,-2.698471784912608769e+02
2.795415999067859047e+02,-1.946764878454187055e+02,-2.698496252235418638e+02
2.840883690183301269e+02,-1.950969429120902987e+02,-2.698520327558342728e+02
2.887090917359234368e+02,-1.955173968785045417e+02,-2.698544017174436931e+02
2.934049709215786947e+02,-1.959378497796058696e+02,-2.698567327275133607e+02
2.981772290019673619e+02,-1.963583016492288209e+02,-2.698590263951906536e+02
3.030271082866399297e+02,-1.967787525201328549e+02,-2.698612833197913119e+02
3.079558712914223406e+02,-1.971992024240370256e+02,-2.698635040909609870e+02
3.129648010670750296e+02,-1.976196513916526953e+02,-2.698656892888331527e+02
3.180552015332919495e+02,-1.980400994527157366e+02,-2.698678394841853674e+02
3.232283978181380917e+02,-1.984605466360173693e+02,-2.698699552385921834e+02
3.284857366030046819e+02,-1.988809929694343737e+02,-2.698720371045756110e+02
3.338285864731757329e+02,-1.993014384799579091e+02,-2.698740856257530822e+02
3.392583382740991738e+02,-1.997218831937219647e+02,-2.698761013369829129e+02
3.447764054734464025e+02,-2.001423271360303602e+02,-2.698780847645073209e+02
3.503842245290675805e+02,-2.005627703313831205e+02,-2.698800364260928291e+02
3.560832552629281622e+02,-2.009832128035020560e+02,-2.698819568311685657e+02
3.618749812411276707e+02,-2.014036545753555743e+02,-2.698838464809618927e+02
3.677609101601030943e+02,-2.018240956691826966e+02,-2.698857058686322148e+02
3.737425742391064318e+02,-2.022445361065158522e+02,-2.698875354794021746e+02
3.798215306190735987e+02,-2.026649759082036439e+02,-2.698893357906866868e+02
3.859993617679771205e+02,-2.030854150944325056e+02,-2.698911072722199265e+02
3.922776758927715264e+02,-2.035058536847476773e+02,-2.698928503861802710e+02
3.986581073580438783e+02,-2.039262916980737543e+02,-2.698945655873127407e+02
4.051423171114647062e+02,-2.043467291527341274e+02,-2.698962533230499048e+02
4.117319931161679278e+02,-2.047671660664703097e+02,-2.698979140336304567e+02
4.184288507901584353e+02,-2.051876024564602972e+02,-2.698995481522159139e+02
4.252346334528677403e+02,-2.056080383393364741e+02,-2.699011561050053842e+02
4.321511127789761986e+02,-2.060284737312031496e+02,-2.699027383113483438e+02
4.391800892596086214e+02,-2.064489086476530133e+02,-2.699042951838557087e+02
4.463233926710397554e+02,-2.068693431037835069e+02,-2.699058271285088608e+02
4.535828825510191109e+02,-2.072897771142127681e+02,-2.699073345447669681e+02
4.609604486828429231e+02,-2.077102106930944103e+02,-2.699088178256727133e+02
4.684580115873044974e+02,-2.081306438541328703e+02,-2.699102773579557493e+02
4.760775230226367967e+02,-2.085510766105971356e+02,-2.699117135221351305e+02
4.838209664925957441e+02,-2.089715089753347854e+02,-2.699131266926195849e+02
4.916903577628031030e+02,-2.093919409607854618e+02,-2.699145172378061375e+02
4.996877453854878581e+02,-2.098123725789936316e+02,-2.699158855201774827e+02
5.078152112327670693e+02,-2.102328038416214611e+02,-2.699172318963973112e+02
5.160748710385907998e+02,-2.106532347599605828e+02,-2.699185567174043854e+02
5.244688749495119282e+02,-2.110736653449440610e+02,-2.699198603285047966e+02
5.329994080844093105e+02,-2.114940956071577887e+02,-2.699211430694630280e+02
5.416686911033146998e+02,-2.119145255568513448e+02,-2.699224052745914832e+02
5.504789807854967876e+02,-2.123349552039490789e+02,-2.699236472728379113e+02
5.594325706169377099e+02,-2.127553845580598875e+02,-2.699248693878724907e+02
5.685317913873753923e+02,-2.131758136284877025e+02,-2.699260719381726972e+02
5.777790117970506572e+02,-2.135962424242409270e+02,-2.699272552371068059e+02
5.871766390733249636e+02,-2.140166709540417855e+02,-2.699284195930165424e+02
5.967271195973310114e+02,-2.144370992263357323e+02,-2.699295653092978000e+02
6.064329395408061600e+02,-2.148575272492998351e+02,-2.699306926844805616e+02
6.162966255132942024e+02,-2.152779550308516150e+02,-2.699318020123070028e+02
6.263207452198691954e+02,-2.156983825786570037e+02,-2.699328935818088553e+02
6.365079081295564265e+02,-2.161188099001386149e+02,-2.699339676773828955e+02
6.468607661546320742e+02,-2.165392370024833326e+02,-2.699350245788658640e+02
6.573820143409585626e+02,-2.169596638926498429e+02,-2.699360645616077363e+02
6.680743915695614987e+02,-2.173800905773757393e+02,-2.699370878965438578e+02
6.789406812696112183e+02,-2.178005170631847420e+02,-2.699380948502659976e+02
6.899837121430010711e+02,-2.182209433563933487e+02,-2.699390856850921523e+02
7.012063589007176461e+02,-2.186413694631175701e+02,-2.699400606591354403e+02
7.126115430111744899e+02,-2.190617953892791263e+02,-2.699410200263716320e+02
7.242022334607315770e+02,-2.194822211406116708e+02,-2.699419640367055422e+02
7.359814475265770852e+02,-2.199026467226667876e+02,-2.699428929360366851e+02
7.479522515621813454e+02,-2.203230721408198178e+02,-2.699438069663234501e+02
7.601177617955322603e+02,-2.207434974002754018e+02,-2.699447063656465389e+02
7.724811451403400042e+02,-2.211639225060728222e+02,-2.699455913682712662e+02
7.850456200204508832e+02,-2.215843474630914898e+02,-2.699464622047089506e+02
7.978144572076629402e+02,-2.220047722760556894e+02,-2.699473191017769977e+02
8.107909806731678373e+02,-2.224251969495396963e+02,-2.699481622826584157e+02
8.239785684528511638e+02,-2.228456214879727781e+02,-2.699489919669600795e+02
8.373806535266489846e+02,-2.232660458956432876e+02,-2.699498083707702563e+02
8.510007247122246099e+02,-2.236864701767034944e+02,-2.699506117067151081e+02
8.648423275731726108e+02,-2.241068943351737914e+02,-2.699514021840140572e+02
8.789090653419963246e+02,-2.245273183749469297e+02,-2.699521800085348104e+02
8.932045998580958894e+02,-2.249477422997919689e+02,-2.699529453828469627e+02
9.077326525210223735e+02,-2.253681661133584839e+02,-2.699536985062749181e+02
9.224970052592174170e+02,-2.257885898191799185e+02,-2.699544395749500154e+02
9.375015015145289681e+02,-2.262090134206776497e+02,-2.699551687818618007e+02
9.527500472427300338e+02,-2.266294369211643982e+02,-2.699558863169085043e+02
9.682466119303113601e+02,-2.270498603238475539e+02,-2.699565923669464382e+02
9.839952296278225958e+02,-2.274702836318329560e+02,-2.699572871158390512e+02
1.000000000000000000e+03,-2.278907068481275360e+02,-2.699579707445046211e+02
